wikidata_id,name,category,coordinates,image_url,country,wikipedia_url
Q430990,Petrohué Waterfalls,waterfalls,Point(-72.44683 -41.17235),http://commons.wikimedia.org/wiki/Special:FilePath/Saltos%20del%20petrohue%2001b.jpg,Chile,https://en.wikipedia.org/wiki/Petrohu%C3%A9_Waterfalls
Q477594,Lofoi Falls,waterfalls,Point(27.606388888 -10.260277777),http://commons.wikimedia.org/wiki/Special:FilePath/Chutes%20de%20la%20Lofo%C3%AF.jpg,Democratic Republic of the Congo,https://en.wikipedia.org/wiki/Lofoi_Falls
Q487912,Ripon Falls,waterfalls,Point(33.193522222 0.433913888),http://commons.wikimedia.org/wiki/Special:FilePath/Ripon%20Falls.jpg,Uganda,https://en.wikipedia.org/wiki/Ripon_Falls
Q487912,Ripon Falls,waterfalls,Point(33.193522222 0.433913888),http://commons.wikimedia.org/wiki/Special:FilePath/Ripon%20Falls01.jpg,Uganda,https://en.wikipedia.org/wiki/Ripon_Falls
Q490295,Tequendama Falls,waterfalls,Point(-74.293388888 4.574861111),http://commons.wikimedia.org/wiki/Special:FilePath/Tequendamasaltobta.jpg,Colombia,https://en.wikipedia.org/wiki/Tequendama_Falls
Q491677,Yosemite Falls,waterfalls,Point(-119.597297 37.755018),http://commons.wikimedia.org/wiki/Special:FilePath/Yosemite%20Falls%20Trail%20May%202011%20003.jpg,United States,https://en.wikipedia.org/wiki/Yosemite_Falls
Q491677,Yosemite Falls,waterfalls,Point(-119.597297 37.755018),http://commons.wikimedia.org/wiki/Special:FilePath/Yosemite%20falls%20winter%202010.JPG,United States,https://en.wikipedia.org/wiki/Yosemite_Falls
Q495475,Murchison Falls,waterfalls,Point(31.683347222 2.277313888),http://commons.wikimedia.org/wiki/Special:FilePath/Murchison%20Falls%20573x430.jpg,Uganda,https://en.wikipedia.org/wiki/Murchison_Falls
Q495475,Murchison Falls,waterfalls,Point(31.683347222 2.277313888),http://commons.wikimedia.org/wiki/Special:FilePath/Murchison%20Falls%20from%20above.jpg,Uganda,https://en.wikipedia.org/wiki/Murchison_Falls
Q495557,Cheonjeyeon Waterfalls,waterfalls,Point(126.417272222 33.252819444),http://commons.wikimedia.org/wiki/Special:FilePath/Cheonjeyeon.jpg,South Korea,https://en.wikipedia.org/wiki/Cheonjeyeon_Waterfalls
Q511247,Bridal Veil Falls,waterfalls,Point(-79.0707 43.0835),http://commons.wikimedia.org/wiki/Special:FilePath/Bridal%20Veil%20Falls%20below.png,United States,https://en.wikipedia.org/wiki/Bridal_Veil_Falls_(Niagara_Falls)
Q512389,Gocta Cataracts,waterfalls,Point(-77.887222222 -6.023055555),http://commons.wikimedia.org/wiki/Special:FilePath/Catarata%20de%20Gocta%2C%202023%20%2806%29.jpg,Peru,https://en.wikipedia.org/wiki/Gocta_Cataracts
Q525983,Schleierfall,waterfalls,Point(12.3624 47.5454),http://commons.wikimedia.org/wiki/Special:FilePath/Schleierwasserfall%20wilder%20kaiser.JPG,Austria,https://en.wikipedia.org/wiki/Schleierfall
Q538162,Angerlloch,waterfalls,Point(11.2869 47.56),http://commons.wikimedia.org/wiki/Special:FilePath/Angerlloch%2C%20Zugang%2C%202008.jpg,Germany,
Q552906,Powerscourt Waterfall,waterfalls,Point(-6.211 53.146),http://commons.wikimedia.org/wiki/Special:FilePath/Powerscourt%20Waterfall%2C%202011.jpg,Ireland,https://en.wikipedia.org/wiki/Powerscourt_Waterfall
Q559340,Livingstone Falls,waterfalls,Point(14.5 -4.83333),http://commons.wikimedia.org/wiki/Special:FilePath/Chutes%20Livingstone.jpg,Republic of the Congo,https://en.wikipedia.org/wiki/Livingstone_Falls
Q559340,Livingstone Falls,waterfalls,Point(15.207777777 -4.321944444),http://commons.wikimedia.org/wiki/Special:FilePath/Chutes%20Livingstone.jpg,Republic of the Congo,https://en.wikipedia.org/wiki/Livingstone_Falls
Q572158,Pistyll Rhaeadr,waterfalls,Point(-3.3789414 52.852727),http://commons.wikimedia.org/wiki/Special:FilePath/Pistyll%20Rhaeadr%200073.JPG,United Kingdom,https://en.wikipedia.org/wiki/Pistyll_Rhaeadr
Q572771,Takakkaw Falls,waterfalls,Point(-116.472777777 51.499722222),http://commons.wikimedia.org/wiki/Special:FilePath/Takakkaw%20Falls.jpg,Canada,https://en.wikipedia.org/wiki/Takakkaw_Falls
Q577886,Agua Azul,waterfalls,Point(-92.11595 17.255702777),http://commons.wikimedia.org/wiki/Special:FilePath/Cascadas%20de%20Agua%20Azul%204.jpg,Mexico,https://en.wikipedia.org/wiki/Agua_Azul
Q578769,Dindefelo Falls,waterfalls,Point(-12.324888888 12.364805555),http://commons.wikimedia.org/wiki/Special:FilePath/Dindefelo.jpg,Senegal,https://en.wikipedia.org/wiki/Dindefelo_Falls
Q593481,Trou de Fer,waterfalls,Point(55.556944444 -21.040277777),http://commons.wikimedia.org/wiki/Special:FilePath/Trou-de-Fer.jpg,France,https://en.wikipedia.org/wiki/Trou_de_Fer
Q602973,Hukou Waterfalls,waterfalls,Point(110.443888888 36.147222222),http://commons.wikimedia.org/wiki/Special:FilePath/Hukou%20Waterfall.jpg,People's Republic of China,https://en.wikipedia.org/wiki/Hukou_Waterfalls
Q5626513,Göksu Waterfall,waterfalls,Point(35.946731111 39.305813888),http://commons.wikimedia.org/wiki/Special:FilePath/SIZIR%20SELALESI%202009%2004%2018.JPG,Turkey,https://en.wikipedia.org/wiki/G%C3%B6ksu_Waterfall
Q5627140,Gürlevik Waterfalls,waterfalls,Point(39.73087 39.58594),http://commons.wikimedia.org/wiki/Special:FilePath/Girlevik%20Waterfall%2C%20Erzincan%2C%20Turkey.jpg,Turkey,https://en.wikipedia.org/wiki/G%C3%BCrlevik_Waterfalls
Q5642715,Cascada del Gollorio,waterfalls,Point(-2.62015 41.0081),http://commons.wikimedia.org/wiki/Special:FilePath/Cascada%20-%20Arriba%20-%20panoramio%20%282%29.jpg,Spain,
Q5645113,Hamilton Pool Preserve,waterfalls,Point(-98.126930555 30.342269444),http://commons.wikimedia.org/wiki/Special:FilePath/Hamiltonpool.jpg,United States,https://en.wikipedia.org/wiki/Hamilton_Pool_Preserve
Q5646856,Hanakapiai Falls,waterfalls,Point(-159.595 22.1856),http://commons.wikimedia.org/wiki/Special:FilePath/Hanakapiai%20Falls%2C%20Hawaii%2C%20August%202014.jpg,United States,https://en.wikipedia.org/wiki/Hanak%C4%81p%C4%AB%CA%BBai_Falls
Q5680406,Abgarm Waterfall,waterfalls,Point(60.063111111 36.502638888),http://commons.wikimedia.org/wiki/Special:FilePath/%D8%A2%D8%A8%D8%B4%D8%A7%D8%B1%20%D8%A2%D8%A8%20%DA%AF%D8%B1%D9%85%20%DA%A9%D9%84%D8%A7%D8%AA%20%D8%AF%D8%B1%20%DB%8C%DA%A9%20%D8%B1%D9%88%D8%B2%20%D8%AA%D8%A7%D8%A8%D8%B3%D8%AA%D8%A7%D9%86%DB%8C.jpg,Iran,
Q5682607,Ganjnameh Waterfall,waterfalls,Point(48.43333333 34.75),http://commons.wikimedia.org/wiki/Special:FilePath/%D8%A2%D8%A8%D8%B4%D8%A7%D8%B1%20%D8%B2%DB%8C%D8%A8%D8%A7%DB%8C%20%DA%AF%D9%86%D8%AC%D9%86%D8%A7%D9%85%D9%87%20%D8%AF%D8%B1%20%D9%87%D9%85%D8%AF%D8%A7%D9%86%2006.jpg,Iran,
Q5683183,Havasu Falls,waterfalls,Point(-112.697777777 36.255),http://commons.wikimedia.org/wiki/Special:FilePath/New%20havasu%20falls.JPG,United States,https://en.wikipedia.org/wiki/Havasu_Falls
Q5684395,Gerit Waterfall,waterfalls,Point(48.72848611 33.28088889),http://commons.wikimedia.org/wiki/Special:FilePath/Gerit%20waterfall.jpg,Iran,https://en.wikipedia.org/wiki/Gerit_Waterfall
Q5684731,Q5684731,waterfalls,Point(-71.67319 -40.14116),http://commons.wikimedia.org/wiki/Special:FilePath/Cascada%20Chachin%20PN%20Lanin.JPG,Argentina,
Q5716817,Henriques waterfall,waterfalls,Point(-45.885291 -22.611951),http://commons.wikimedia.org/wiki/Special:FilePath/CachoeiradosMartinsHenriques.jpg,Brazil,https://en.wikipedia.org/wiki/Henriques_waterfall
Q5725783,Vark Waterfall,waterfalls,Point(48.51528056 33.21901667),http://commons.wikimedia.org/wiki/Special:FilePath/Vark%20Waterfall2021-05-28%2027.jpg,Iran,
Q5729401,Atashgah Waterfall,waterfalls,Point(51.0 31.238),http://commons.wikimedia.org/wiki/Special:FilePath/Atashgah%20falls%201.jpg,Iran,
Q5738710,Cachón del Camaces,waterfalls,Point(-6.754166666 41.019444444),http://commons.wikimedia.org/wiki/Special:FilePath/Canch%C3%B3n%20del%20Camaces.JPG,Spain,
Q5755906,La Cimbarra,waterfalls,Point(-3.37222222 38.38833333),http://commons.wikimedia.org/wiki/Special:FilePath/Cascada%20de%20la%20Cimbarra.jpg,Spain,
Q5755929,Cascada el Pailón del Diablo(dueño el walter),waterfalls,Point(-78.297021 -1.404262),http://commons.wikimedia.org/wiki/Special:FilePath/Pailon.jpg,Ecuador,https://en.wikipedia.org/wiki/Pail%C3%B3n_del_Diablo
Q5755932,Cascada de Tamul,waterfalls,Point(-99.17944444 21.80138889),http://commons.wikimedia.org/wiki/Special:FilePath/Cascada%20de%20Tamul%20vista%20desdes%20abajo.jpg,Mexico,
Q5755940,Q5755940,waterfalls,Point(-4.642995 39.547317),http://commons.wikimedia.org/wiki/Special:FilePath/Ruta%20del%20Chorro.JPG,Spain,
Q5755966,Q5755966,waterfalls,Point(-5.66277778 37.99222222),http://commons.wikimedia.org/wiki/Special:FilePath/Cascadas%20del%20Hueznar%20-%20WLE%20Spain%202015.jpg,Spain,
Q5755969,Cascadas del Purgatorio,waterfalls,Point(-3.859577 40.848934),http://commons.wikimedia.org/wiki/Special:FilePath/Cascadas%20del%20Purgatorio%20-%2001.jpg,Spain,
Q5758239,Mongayu Waterfall,waterfalls,Point(-5.258975136 43.099023371),http://commons.wikimedia.org/wiki/Special:FilePath/Cascadataballon.jpg,Spain,
Q5758237,"Velo de la Novia, Perené",waterfalls,Point(-75.10911 -10.852149),http://commons.wikimedia.org/wiki/Special:FilePath/Velo%20de%20la%20Novia%20Falls.jpg,Peru,
Q5758249,Pulhapanzak,waterfalls,Point(-88.002386111 15.025222222),http://commons.wikimedia.org/wiki/Special:FilePath/Cataratas%20de%20Pulhapanzak.JPG,Honduras,
Q5767250,Chorrera de Mojonavalle,waterfalls,Point(-3.785554 40.866539),http://commons.wikimedia.org/wiki/Special:FilePath/Chorrera%20de%20Mojonavalle%20%28Abedular%20de%20Canencia%29.jpg,Spain,
Q5767255,Chorreras de Despeñalagua,waterfalls,Point(-3.25528611 41.12646111),http://commons.wikimedia.org/wiki/Special:FilePath/Chorreras%20de%20Despe%C3%B1alagua%2002.jpg,Spain,
Q5767268,Chorro Grande,waterfalls,Point(-3.97589 40.90668),http://commons.wikimedia.org/wiki/Special:FilePath/Chorro%20grande%2004.jpg,Spain,
Q5767274,El Chorro de Navafría,waterfalls,Point(-3.830906 41.020086),http://commons.wikimedia.org/wiki/Special:FilePath/El%20Chorro%20de%20Navafr%C3%ADa%20-%20Segovia.jpg,Spain,
Q5788609,Berkelah falls,waterfalls,Point(102.979722222 3.753611111),http://commons.wikimedia.org/wiki/Special:FilePath/Berkelah%20Falls%2C%20Fifth%20Tier.jpg,Malaysia,https://en.wikipedia.org/wiki/Berkelah_Falls
Q5814827,Waterfall of Ducha de los Alemanes,waterfalls,Point(-4.055582 40.783187),http://commons.wikimedia.org/wiki/Special:FilePath/Chorro%20del%20%C3%81rbol%20Viejo.jpg,Spain,
Q5823243,El Salto,waterfalls,Point(-99.383527777 22.586666666),http://commons.wikimedia.org/wiki/Special:FilePath/Rio%20El%20Salto%20SLP%2C%20Verano%202002.jpg,Mexico,
Q5853793,Dogholoo Waterfall,waterfalls,Point(51.428944 35.854806),http://commons.wikimedia.org/wiki/Special:FilePath/Darband%20Twin%20Falls.JPG,Iran,https://en.wikipedia.org/wiki/Abshar_Dogholu
Q5873262,Yakhi Waterfall,waterfalls,Point(52.12166667 35.94055556),http://commons.wikimedia.org/wiki/Special:FilePath/%D8%A2%D8%A8%D8%B4%D8%A7%D8%B1%20%DB%8C%D8%AE%DB%8C%20%D8%AF%D8%B1%20%D8%A7%D8%B1%D8%AA%D9%81%D8%A7%D8%B9%205100%20%D9%85%D8%AA%D8%B1%DB%8C%20-%20%D8%AC%D8%A8%D9%87%D9%87%20%DB%8C%20%D8%AC%D9%86%D9%88%D8%A8%DB%8C%20%D8%AF%D9%85%D8%A7%D9%88%D9%86%D8%AF%20-%20panoramio.jpg,Iran,https://en.wikipedia.org/wiki/Yakhi_Waterfall
Q5879930,Hole-in-the-Wall Falls,waterfalls,Point(-121.702 45.6861),http://commons.wikimedia.org/wiki/Special:FilePath/Warren%20Falls%20-%20DPLA%20-%206c2d7b58c3e4458635250685e6809e59.jpg,United States,https://en.wikipedia.org/wiki/Hole-in-the-Wall_Falls
Q5898565,Ab Pari Waterfall,waterfalls,Point(51.913888888 36.478333333),http://commons.wikimedia.org/wiki/Special:FilePath/Ab%20Pary%20waterfall%2020190409%2003.jpg,Iran,
Q5906032,Horseshoe Falls,waterfalls,Point(-3.2004358 52.981316),http://commons.wikimedia.org/wiki/Special:FilePath/Planhigion%20a%20golygfeydd%20ger%20Rhaeadr%20y%20Bedol%20-%20Flora%20and%20views%20around%20the%20Horseshoe%20Falls%2C%20Llangollen%2C%20Wales%2012.jpg,United Kingdom,https://en.wikipedia.org/wiki/Horseshoe_Falls_(Wales)
Q5912422,Qarasu Waterfall,waterfalls,Point(59.676388888 36.966666666),http://commons.wikimedia.org/wiki/Special:FilePath/Gharasoo%20Waterfalls%20%28Khorasan%2C%20Iran%29%20001.jpg,Iran,
Q5934703,Shahandasht Waterfall,waterfalls,Point(52.257555555 35.908194444),http://commons.wikimedia.org/wiki/Special:FilePath/%D8%A2%D8%A8%D8%B4%D8%A7%D8%B1%20%D8%B4%D8%A7%D9%87%D8%A7%D9%86%D8%AF%D8%B4%D8%AA.jpg,Iran,https://en.wikipedia.org/wiki/Shahandasht_Waterfall
Q5945046,Q5945046,waterfalls,Point(49.290445 33.215636),http://commons.wikimedia.org/wiki/Special:FilePath/%D8%A7%D8%A8%D8%B4%D8%A7%D8%B1%20%DA%86%DA%A9%D8%A7%D9%86%20%281%29.jpg,Iran,
Q5947050,Bisheh Waterfall,waterfalls,Point(48.878256 33.33049),http://commons.wikimedia.org/wiki/Special:FilePath/Bisheh%20waterfall.jpg,Iran,https://en.wikipedia.org/wiki/Bisheh_Waterfall
Q5949695,Shevi Waterfall,waterfalls,Point(48.831111111 32.796944444),http://commons.wikimedia.org/wiki/Special:FilePath/Shevi%203.jpg,Iran,https://en.wikipedia.org/wiki/Shevi_Waterfall
Q5978390,Changbai Waterfall,waterfalls,Point(128.052184 42.035178),http://commons.wikimedia.org/wiki/Special:FilePath/Changbai%20chute.JPG,People's Republic of China,https://en.wikipedia.org/wiki/Changbai_Waterfall
Q6015569,Samandere Waterfall,waterfalls,Point(31.26026 40.6895),http://commons.wikimedia.org/wiki/Special:FilePath/Samandere%20%C5%9Eelalesi%20Tabiat%20An%C4%B1t%C4%B1%20-%20A%C4%9Fustos%202013%20IMG%209443%20hamdigumus.jpg,Turkey,https://en.wikipedia.org/wiki/Samandere_Waterfall
Q6018935,Suuçtu Waterfall,waterfalls,Point(28.38438 39.90067),http://commons.wikimedia.org/wiki/Special:FilePath/Suu%C3%A7tu%20Waterfall%2C%20Mustafakemalpa%C5%9Fa.jpg,Turkey,
Q6026104,Mençuna Waterfall,waterfalls,Point(41.3519867 41.254658),http://commons.wikimedia.org/wiki/Special:FilePath/Men%C3%A7una%202.jpg,Turkey,
Q6032747,Inglis Falls,waterfalls,Point(-80.9342 44.5264),http://commons.wikimedia.org/wiki/Special:FilePath/Inglis%20falls.jpg,Canada,https://en.wikipedia.org/wiki/Inglis_Falls
Q6060122,Inverlair Falls,waterfalls,Point(-4.72801 56.8878),http://commons.wikimedia.org/wiki/Special:FilePath/Inverlair%20Falls%20-%20geograph.org.uk%20-%20941908.jpg,United Kingdom,https://en.wikipedia.org/wiki/Inverlair_Falls
Q6060479,Inversnaid Falls,waterfalls,Point(-4.683856 56.242461),http://commons.wikimedia.org/wiki/Special:FilePath/Inversnaid%20Falls.jpg,United Kingdom,https://en.wikipedia.org/wiki/Inversnaid_Falls
Q6060479,Inversnaid Falls,waterfalls,Point(-4.683856 56.242461),http://commons.wikimedia.org/wiki/Special:FilePath/Inversnaid%20Falls%2C%20Loch%20Lomond%2C%20Scotland-LCCN2002695020.jpg,United Kingdom,https://en.wikipedia.org/wiki/Inversnaid_Falls
Q6070960,Kapuzbashi Waterfalls,waterfalls,Point(35.3932 37.7735),http://commons.wikimedia.org/wiki/Special:FilePath/Kapuzbasi%20Waterfall%20-%20panoramio.jpg,Turkey,
Q6083777,Pozo Airón,waterfalls,Point(-6.548591666 41.241747222),http://commons.wikimedia.org/wiki/Special:FilePath/Pozo%20airon.jpg,Spain,
Q6083859,Pozo de los Humos,waterfalls,Point(-6.569866666 41.217461111),http://commons.wikimedia.org/wiki/Special:FilePath/Pozo01.jpg,Spain,
Q6083865,Pozo de los Lirios,waterfalls,Point(-6.582205555 41.229766666),http://commons.wikimedia.org/wiki/Special:FilePath/Cascada%20del%20Pinero.JPG,Spain,
Q6117521,Aponwao Falls,waterfalls,Point(-61.489887 5.5699618),http://commons.wikimedia.org/wiki/Special:FilePath/Salto%20Aponwao%20-%20Gran%20Sabana.JPG,Venezuela,
Q6117524,Yuruaní Falls,waterfalls,Point(-61.09583333 5.09138889),http://commons.wikimedia.org/wiki/Special:FilePath/Cortinas%20de%20Yuruan%C3%AD%20-%20Arapena%20Mer%C3%BA%20%2820806436271%29.jpg,Venezuela,
Q6117528,Q6117528,waterfalls,Point(-55.0622 -26.9244),http://commons.wikimedia.org/wiki/Special:FilePath/Salto%20Capiov%C3%AD%20%E2%80%A2%20Parque%20Natural%20Don%20Alberto%20Nobs%20%2894715%29.jpg,Argentina,
Q6117533,Kama Falls,waterfalls,Point(-61.2198557 5.4160655),http://commons.wikimedia.org/wiki/Special:FilePath/Salto%20Kama%20-%20Gran%20Sabana.jpg,Venezuela,
Q6117539,Pacheco Waterfall,waterfalls,Point(-61.094638888 5.164694444),http://commons.wikimedia.org/wiki/Special:FilePath/Cachoeira%20do%20Pacheco%20Venezuela%204.JPG,Venezuela,
Q6117554,Eyipantla Falls,waterfalls,Point(-95.2078 18.3849),http://commons.wikimedia.org/wiki/Special:FilePath/EyipantlaWaterfall09.JPG,Mexico,https://en.wikipedia.org/wiki/Eyipantla_Falls
Q6117561,Salto del Usero,waterfalls,Point(-1.67434 38.02619),http://commons.wikimedia.org/wiki/Special:FilePath/Salto%20del%20Usero%20%2849574072967%29.jpg,Spain,
Q6163943,Jasper Creek,waterfalls,Point(-61.09363937 4.91708279),http://commons.wikimedia.org/wiki/Special:FilePath/Quebrada%20del%20Jaspe-La%20Gran%20Sabana-Venezuela07.JPG,Venezuela,https://en.wikipedia.org/wiki/Jasper_Creek_(Venezuela)
Q6060479,Inversnaid Falls,waterfalls,Point(-4.683856 56.242461),http://commons.wikimedia.org/wiki/Special:FilePath/Inversnaid%20Falls.jpg,United Kingdom,https://en.wikipedia.org/wiki/Inversnaid_Falls
Q6060479,Inversnaid Falls,waterfalls,Point(-4.683856 56.242461),http://commons.wikimedia.org/wiki/Special:FilePath/Inversnaid%20Falls%2C%20Loch%20Lomond%2C%20Scotland-LCCN2002695020.jpg,United Kingdom,https://en.wikipedia.org/wiki/Inversnaid_Falls
Q6070960,Kapuzbashi Waterfalls,waterfalls,Point(35.3932 37.7735),http://commons.wikimedia.org/wiki/Special:FilePath/Kapuzbasi%20Waterfall%20-%20panoramio.jpg,Turkey,
Q6083777,Pozo Airón,waterfalls,Point(-6.548591666 41.241747222),http://commons.wikimedia.org/wiki/Special:FilePath/Pozo%20airon.jpg,Spain,
Q6083859,Pozo de los Humos,waterfalls,Point(-6.569866666 41.217461111),http://commons.wikimedia.org/wiki/Special:FilePath/Pozo01.jpg,Spain,
Q6083865,Pozo de los Lirios,waterfalls,Point(-6.582205555 41.229766666),http://commons.wikimedia.org/wiki/Special:FilePath/Cascada%20del%20Pinero.JPG,Spain,
Q6117521,Aponwao Falls,waterfalls,Point(-61.489887 5.5699618),http://commons.wikimedia.org/wiki/Special:FilePath/Salto%20Aponwao%20-%20Gran%20Sabana.JPG,Venezuela,
Q6117524,Yuruaní Falls,waterfalls,Point(-61.09583333 5.09138889),http://commons.wikimedia.org/wiki/Special:FilePath/Cortinas%20de%20Yuruan%C3%AD%20-%20Arapena%20Mer%C3%BA%20%2820806436271%29.jpg,Venezuela,
Q6117528,Q6117528,waterfalls,Point(-55.0622 -26.9244),http://commons.wikimedia.org/wiki/Special:FilePath/Salto%20Capiov%C3%AD%20%E2%80%A2%20Parque%20Natural%20Don%20Alberto%20Nobs%20%2894715%29.jpg,Argentina,
Q6117533,Kama Falls,waterfalls,Point(-61.2198557 5.4160655),http://commons.wikimedia.org/wiki/Special:FilePath/Salto%20Kama%20-%20Gran%20Sabana.jpg,Venezuela,
Q6117539,Pacheco Waterfall,waterfalls,Point(-61.094638888 5.164694444),http://commons.wikimedia.org/wiki/Special:FilePath/Cachoeira%20do%20Pacheco%20Venezuela%204.JPG,Venezuela,
Q6117554,Eyipantla Falls,waterfalls,Point(-95.2078 18.3849),http://commons.wikimedia.org/wiki/Special:FilePath/EyipantlaWaterfall09.JPG,Mexico,https://en.wikipedia.org/wiki/Eyipantla_Falls
Q6117561,Salto del Usero,waterfalls,Point(-1.67434 38.02619),http://commons.wikimedia.org/wiki/Special:FilePath/Salto%20del%20Usero%20%2849574072967%29.jpg,Spain,
Q6163943,Jasper Creek,waterfalls,Point(-61.09363937 4.91708279),http://commons.wikimedia.org/wiki/Special:FilePath/Quebrada%20del%20Jaspe-La%20Gran%20Sabana-Venezuela07.JPG,Venezuela,https://en.wikipedia.org/wiki/Jasper_Creek_(Venezuela)
Q6177118,Jemez Falls,waterfalls,Point(-106.6 35.81),http://commons.wikimedia.org/wiki/Special:FilePath/Jemez%20Falls%201.jpg,United States,https://en.wikipedia.org/wiki/Jemez_Falls
Q6276257,Joranda Falls,waterfalls,Point(86.404166666 21.937222222),http://commons.wikimedia.org/wiki/Special:FilePath/Joronda%20Falls.jpg,India,https://en.wikipedia.org/wiki/Joranda_Falls
Q6311009,Jumog waterfall,waterfalls,Point(111.1262805 -7.6309674),http://commons.wikimedia.org/wiki/Special:FilePath/Air%20Terjun%20Jumog%202022%2002.jpg,Indonesia,https://en.wikipedia.org/wiki/Jumog_waterfall
Q6359812,Kamuiwakka Falls,waterfalls,Point(145.129111111 44.153916666),http://commons.wikimedia.org/wiki/Special:FilePath/Kamuiwakka%20Falls03s5.jpg,Japan,https://en.wikipedia.org/wiki/Kamuiwakka_Falls
Q6375185,Katary Falls,waterfalls,Point(76.736777 11.338032),http://commons.wikimedia.org/wiki/Special:FilePath/Kataryfall%2Cselas%2Ccoonoor%2Cindia.jpg,India,https://en.wikipedia.org/wiki/Katary_Falls
Q6380712,Kaytitinga Falls,waterfalls,Point(120.829 14.1072),http://commons.wikimedia.org/wiki/Special:FilePath/Sjdm%20kaytitinga%20falls.jpg,Philippines,https://en.wikipedia.org/wiki/Kaytitinga_Falls
Q6406838,Kilfinnan Fall,waterfalls,Point(-4.85042 57.0289),http://commons.wikimedia.org/wiki/Special:FilePath/Kilfinnan%20Falls%20-%20geograph.org.uk%20-%2068455.jpg,United Kingdom,https://en.wikipedia.org/wiki/Kilfinnan_Fall
Q6411636,King George VI Falls,waterfalls,Point(-61.112222222 5.688333333),http://commons.wikimedia.org/wiki/Special:FilePath/King%20George%20VI%20Falls.jpg,Guyana,https://en.wikipedia.org/wiki/King_George_VI_Falls
Q6414333,Kintampo waterfalls,waterfalls,Point(-1.69738889 8.08965278),http://commons.wikimedia.org/wiki/Special:FilePath/Kintempo%20Water%20Falls%20II.jpg,Ghana,https://en.wikipedia.org/wiki/Kintampo_waterfalls
Q6414333,Kintampo waterfalls,waterfalls,Point(-1.69738889 8.08965278),http://commons.wikimedia.org/wiki/Special:FilePath/Top%20view%20of%20Kintampo%20waterfalls.jpg,Ghana,https://en.wikipedia.org/wiki/Kintampo_waterfalls
Q6417893,Kitashōji Falls,waterfalls,Point(138.35497222 35.73122778),http://commons.wikimedia.org/wiki/Special:FilePath/Kita-Shojigataki.JPG,Japan,https://en.wikipedia.org/wiki/Kitash%C5%8Dji_Falls
Q6429226,Kongou Falls,waterfalls,Point(12.58905 0.290738888),http://commons.wikimedia.org/wiki/Special:FilePath/DIGITAL%20CROSSING%20-%20KONGOU%2003.jpg,Gabon,https://en.wikipedia.org/wiki/Kongou_Falls
Q6430437,Hirni Falls,waterfalls,Point(85.3333 22.8667),http://commons.wikimedia.org/wiki/Special:FilePath/Hirni%20Falls.JPG,India,https://en.wikipedia.org/wiki/Hirni_Falls
Q6433829,Kota Tinggi Waterfalls,waterfalls,Point(103.83 1.83),http://commons.wikimedia.org/wiki/Special:FilePath/Kota%20Tinggi%20Waterfalls.JPG,Malaysia,https://en.wikipedia.org/wiki/Kota_Tinggi_Waterfalls
Q6439432,Krushuna Falls,waterfalls,Point(25.033333 43.243056),http://commons.wikimedia.org/wiki/Special:FilePath/Krushuna%20waterfalls%20062.jpg,Bulgaria,https://en.wikipedia.org/wiki/Krushuna_Falls
Q6444278,Kundalila Falls,waterfalls,Point(30.7025 -13.1543),http://commons.wikimedia.org/wiki/Special:FilePath/Kundalila%20Falls%20downside.jpg,Zambia,https://en.wikipedia.org/wiki/Kundalila_Falls
Q6479721,Lakkam Waterfalls,waterfalls,Point(77.111111111 10.188888888),http://commons.wikimedia.org/wiki/Special:FilePath/Lukkam%20waterfalls%2C%20Munnar%2C%20Kerala.jpg,India,https://en.wikipedia.org/wiki/Lakkom_Falls
Q6480762,Lamadaya,waterfalls,Point(47.245 10.73583333),http://commons.wikimedia.org/wiki/Special:FilePath/Lamadayawaterfalls6.jpg,Somaliland,https://en.wikipedia.org/wiki/Lamadaya
Q6505129,Laxapana Falls,waterfalls,Point(80.5 6.9),http://commons.wikimedia.org/wiki/Special:FilePath/Laxapana%20falls%201.JPG,Sri Lanka,https://en.wikipedia.org/wiki/Laxapana_Falls
Q6545563,Liffey Falls,waterfalls,Point(146.764444444 -41.698055555),http://commons.wikimedia.org/wiki/Special:FilePath/Liffey%20Falls%2C%20Liffey%2C%20Tasmania.jpg,Australia,https://en.wikipedia.org/wiki/Liffey_Falls
Q6554543,Linn of Muick,waterfalls,Point(-3.10101 56.9918),http://commons.wikimedia.org/wiki/Special:FilePath/General%20view%2C%20Linn%20of%20Muick%2C%20Scotland-LCCN2002695015.tif,United Kingdom,https://en.wikipedia.org/wiki/Linn_of_Muick
Q6590956,Krčić waterfall,waterfalls,Point(16.235617 44.042174),http://commons.wikimedia.org/wiki/Special:FilePath/Veliki%20buk%203.jpg,Croatia,https://en.wikipedia.org/wiki/Topoljski_Buk
Q6672465,Sipi Falls,waterfalls,Point(34.379444444 1.337777777),http://commons.wikimedia.org/wiki/Special:FilePath/Sipi%20Falls%20Main%20Drop.jpg,Uganda,https://en.wikipedia.org/wiki/Sipi_Falls
Q6675324,Looking Glass Falls,waterfalls,Point(-82.768397222 35.296338888),http://commons.wikimedia.org/wiki/Special:FilePath/Looking%20Glass%20Falls%202012.jpg,United States,https://en.wikipedia.org/wiki/Looking_Glass_Falls
