wikidata_id,name,category,image_url,country,wikipedia_url,latitude,longitude,description
Q33156,Kandahar International Airport,airports,http://commons.wikimedia.org/wiki/Special:FilePath/Women%20from%20203rd%20Zone%20Afghan%20Border%20Police%20and%20TAAC-S%20attend%20shura%20at%20Kandahar%20Airfield%2C%20Afghanistan%20150809-N-SQ656-227.jpg,Afghanistan,https://en.wikipedia.org/wiki/Kandahar_International_Airport,31.507222222,65.850277777,"international airport serving Kandahar, Afghanistan"
Q613251,Band-e Amir National Park,national_parks,http://commons.wikimedia.org/wiki/Special:FilePath/Lake%20Band-e-Amir.jpg,Afghanistan,https://en.wikipedia.org/wiki/Band-e_Amir_National_Park,34.839722222,67.230833333,national park in Afghanistan
Q715467,National Museum of Afghanistan,museums,http://commons.wikimedia.org/wiki/Special:FilePath/National%20museum%20of%20Afghanistan.jpg,Afghanistan,https://en.wikipedia.org/wiki/National_Museum_of_Afghanistan,34.4675,69.12,museum
Q686088,Llogara National Park,national_parks,http://commons.wikimedia.org/wiki/Special:FilePath/Llogara%20pass.jpg,Albania,https://en.wikipedia.org/wiki/Llogara_National_Park,40.21638889,19.57027778,national park in Albania
Q856285,Mes Bridge,bridges,http://commons.wikimedia.org/wiki/Special:FilePath/Mesi%20Bridge%202025.jpg,Albania,https://en.wikipedia.org/wiki/Mesi_Bridge,42.11448,19.574976,bridge and cultural heritage monument of Albania
Q279171,Skela Castle,castles,http://commons.wikimedia.org/wiki/Special:FilePath/Kanina%20Castle%20and%20Vlora%20Square.jpg,Albania,https://en.wikipedia.org/wiki/Vlor%C3%AB_Castle,40.455,19.485277777,cultural heritage monument of Albania
Q25060,Oued Irara–Krim Belkacem Airport,airports,http://commons.wikimedia.org/wiki/Special:FilePath/HassiMessaoudIntArrivals.jpg,Algeria,https://en.wikipedia.org/wiki/Oued_Irara%E2%80%93Krim_Belkacem_Airport,31.673889,6.140556,"airport serving Hassi Messaoud, Algeria"
Q598215,Biskra Mohamed Khider Airport,airports,http://commons.wikimedia.org/wiki/Special:FilePath/Biskra%20Airport.jpg,Algeria,https://en.wikipedia.org/wiki/Biskra_Airport,34.793361111,5.738305555,Airoports in Algeria
Q623452,Algiers Houari Boumediene Airport,airports,http://commons.wikimedia.org/wiki/Special:FilePath/Aeroport%20Houari%20Boumediene%20IMG%201362.JPG,Algeria,https://en.wikipedia.org/wiki/Houari_Boumediene_Airport,36.694444444,3.216944444,"international airport serving Algiers, Algeria"
Q650992,El Kala National Park,national_parks,http://commons.wikimedia.org/wiki/Special:FilePath/GM%20Parc%20national%20El%20Kala01.jpg,Algeria,https://en.wikipedia.org/wiki/El_Kala_National_Park,36.81666667,8.41666667,national park in Algeria
Q3561,Algiers,cities,http://commons.wikimedia.org/wiki/Special:FilePath/Alger%20monochrome.jpg,Algeria,https://en.wikipedia.org/wiki/Algiers,36.776388888,3.058611111,capital city of Algeria
Q817274,Ksar Beni Isguen,cities,http://commons.wikimedia.org/wiki/Special:FilePath/Ksar%20de%20Beni%20Isguen.jpg,Algeria,,32.475222222,3.696194444,"Historical ksar in the Mzab valley, in Bounoura, province of Ghardaia, Algeria"
Q1309531,Caesarea of Mauretania,landmarks,http://commons.wikimedia.org/wiki/Special:FilePath/Forum%20cherchell.JPG,Algeria,https://en.wikipedia.org/wiki/Caesarea_in_Mauretania,36.607284,2.186828,ancient city of Algeria
Q2429753,Roman Theatre of Thubursicum Numidarum,landmarks,http://commons.wikimedia.org/wiki/Special:FilePath/GM%20Khamissa%20Roman%20Theatre01.jpg,Algeria,,36.193686,7.655947,"ancient Roman theatre in Khamissa, Algeria"
Q613937,University of Ouargla,universities,http://commons.wikimedia.org/wiki/Special:FilePath/UKMO%20Rectorat.jpg,Algeria,https://en.wikipedia.org/wiki/University_of_Ouargla,31.963,5.34201,university in Algeria
Q1863,Andorra la Vella,cities,http://commons.wikimedia.org/wiki/Special:FilePath/Andorra%20la%20Vella%20-%20view2.jpg,Andorra,https://en.wikipedia.org/wiki/Andorra_la_Vella,42.507222222,1.522222222,capital of Andorra
Q541858,Dr. Antonio Agostinho Neto International Airport,airports,http://commons.wikimedia.org/wiki/Special:FilePath/Construction%20site%20Angola%20International%20Airport1.jpg,Angola,https://en.wikipedia.org/wiki/Dr._Ant%C3%B3nio_Agostinho_Neto_International_Airport,-9.050480555,13.499966666,"Airport in Luanda, Angola"
Q598002,Quatro de Fevereiro Airport,airports,http://commons.wikimedia.org/wiki/Special:FilePath/1.Luanda%20Airport%20Aeroporto%204%20de%20Fevereiro%20LAD.jpg,Angola,https://en.wikipedia.org/wiki/Quatro_de_Fevereiro_Airport,-8.858083333,13.231194444,"international airport serving Luanda, Angola"
Q187918,Epupa Falls,waterfalls,http://commons.wikimedia.org/wiki/Special:FilePath/Epupa%20Falls%20%28detail%29.jpg,Angola,https://en.wikipedia.org/wiki/Epupa_Falls,-17.0,13.25,waterfall on the Cunene River in Angola and Namibia
Q1348116,Mount Moco,natural,http://commons.wikimedia.org/wiki/Special:FilePath/Moco.JPG,Angola,https://en.wikipedia.org/wiki/Mount_Moco,-12.466666666,15.183333333,mountain in Angola
Q316390,Antigua,islands,http://commons.wikimedia.org/wiki/Special:FilePath/Antiguashoreline.jpg,Antigua and Barbuda,https://en.wikipedia.org/wiki/Antigua,17.085,-61.8,island in Antigua and Barbuda
Q201374,Ingeniero Aeronáutico Ambrosio L.V. Taravella International Airport,airports,http://commons.wikimedia.org/wiki/Special:FilePath/Aeropuerto%20C%C3%B3rdoba%20COR%201%20-%20Entrada.jpg,Argentina,https://en.wikipedia.org/wiki/Ingeniero_Aeron%C3%A1utico_Ambrosio_L.V._Taravella_International_Airport,-31.31,-64.20833333,"international airport serving Cordoba, Argentina"
Q312770,Domuyo,peaks,http://commons.wikimedia.org/wiki/Special:FilePath/Volc%C3%A1n%20Domuyo.jpg,Argentina,https://en.wikipedia.org/wiki/Domuyo,-36.6397,-70.433,mountain in Argentina
Q312862,Aracar,peaks,http://commons.wikimedia.org/wiki/Special:FilePath/Aracar.jpg,Argentina,https://en.wikipedia.org/wiki/Aracar,-24.29,-67.7833,mountain in Argentina
Q312866,Antofalla,peaks,http://commons.wikimedia.org/wiki/Special:FilePath/Antofalla-sunset.jpg,Argentina,https://en.wikipedia.org/wiki/Antofalla,-25.5625,-67.880833333,mountain in Argentina
Q312921,Cerro El Cóndor,peaks,http://commons.wikimedia.org/wiki/Special:FilePath/CerroElCondor6532mSeenFromEast.jpg,Argentina,https://en.wikipedia.org/wiki/Cerro_El_C%C3%B3ndor,-26.6309,-68.3614,stratovolcano
Q312934,Cerro Tuzgle,peaks,http://commons.wikimedia.org/wiki/Special:FilePath/Cerro%20Tuzgle-01.JPG,Argentina,https://en.wikipedia.org/wiki/Cerro_Tuzgle,-24.056,-66.479,stratovolcano in the Susques Department of Jujuy Province in Argentina
Q312936,Antofagasta de la Sierra,peaks,http://commons.wikimedia.org/wiki/Special:FilePath/Volc%C3%A1n%20Antofagasta.jpg,Argentina,https://en.wikipedia.org/wiki/Antofagasta_de_la_Sierra,-25.968055555,-67.535833333,mountain in Argentina
Q422774,Robledo,volcanoes,http://commons.wikimedia.org/wiki/Special:FilePath/Cerro%20Blanco%20volcano%20%28AVA%20Granule%20L1B%2020000916145757%29.jpg,Argentina,https://en.wikipedia.org/wiki/Cerro_Blanco_(volcano),-26.77,-67.72,mountain in Argentina
Q422807,Tipas,volcanoes,http://commons.wikimedia.org/wiki/Special:FilePath/Cazadero.jpg,Argentina,https://en.wikipedia.org/wiki/Tipas,-27.2,-68.55,mountain in Argentina
Q422965,Tromen,volcanoes,http://commons.wikimedia.org/wiki/Special:FilePath/VolcanTromen05.jpg,Argentina,https://en.wikipedia.org/wiki/Tromen,-37.142,-70.03,mountain in Argentina
Q492520,Isla de los Estados,islands,http://commons.wikimedia.org/wiki/Special:FilePath/Baie%20Cook%2C%20%C3%8Ele%20des%20%C3%89tats.jpg,Argentina,https://en.wikipedia.org/wiki/Isla_de_los_Estados,-54.783333333,-64.25,island in Argentina
Q827817,Nahuel Huapi National Park,national_parks,http://commons.wikimedia.org/wiki/Special:FilePath/Lago%20Nahuel%20Huapi%2C%20Argentina%2C%202005.jpeg,Argentina,https://en.wikipedia.org/wiki/Nahuel_Huapi_National_Park,-41.0,-71.5,national park in Argentina
Q827962,Perito Moreno National Park,national_parks,http://commons.wikimedia.org/wiki/Special:FilePath/Nothofagus%20pumilio-general%20view%2001.JPG,Argentina,https://en.wikipedia.org/wiki/Perito_Moreno_National_Park,-47.81138889,-72.25055556,national park
Q828206,Lanín National Park,national_parks,http://commons.wikimedia.org/wiki/Special:FilePath/Cara%20Sur%20Volc%C3%A1n%20Lan%C3%ADn..JPG,Argentina,https://en.wikipedia.org/wiki/Lan%C3%ADn_National_Park,-40.1603,-71.3575,national park in Argentina
Q828291,Los Alerces National Park,national_parks,http://commons.wikimedia.org/wiki/Special:FilePath/Cerro%20y%20glaciar%20Torrecillas%20-%20Lago%20Men%C3%A9ndez%20-%20Parque%20Nacional%20Los%20Alerces%20-%20Chubut%20-%20Argentina%20-%20panoramio.jpg,Argentina,https://en.wikipedia.org/wiki/Los_Alerces_National_Park,-42.8075,-71.89888889,national park of Argentina
Q828353,Lago Puelo National Park,national_parks,http://commons.wikimedia.org/wiki/Special:FilePath/Puelo%20Lake.jpg,Argentina,https://en.wikipedia.org/wiki/Lago_Puelo_National_Park,-42.183333333,-71.683333333,national park
Q828531,Laguna Blanca National Park,national_parks,http://commons.wikimedia.org/wiki/Special:FilePath/PN%20Laguna%20Blanca%2C%20Neuquen.jpg,Argentina,https://en.wikipedia.org/wiki/Laguna_Blanca_National_Park,-39.041388888,-70.358333333,national park
Q828601,El Rey National Park,national_parks,http://commons.wikimedia.org/wiki/Special:FilePath/Cariama%20cristata%20El%20Rey%20NP.jpg,Argentina,https://en.wikipedia.org/wiki/El_Rey_National_Park,-24.7,-64.63333333,national park of Argentina
Q828642,Río Pilcomayo National Park,national_parks,http://commons.wikimedia.org/wiki/Special:FilePath/Parque%20Nacional%20R%C3%ADo%20Pilcomayo.jpg,Argentina,https://en.wikipedia.org/wiki/R%C3%ADo_Pilcomayo_National_Park,-25.0644,-58.1367,"national park in Formosa Province, Argentina"
Q828709,Tierra del Fuego National Park,national_parks,http://commons.wikimedia.org/wiki/Special:FilePath/PN%20Tierra%20del%20Fuego%20%28View%20Costera%29.jpg,Argentina,https://en.wikipedia.org/wiki/Tierra_del_Fuego_National_Park,-54.666944444,-68.5,national park of Argentina
Q829012,Los Arrayanes National Park,national_parks,http://commons.wikimedia.org/wiki/Special:FilePath/Parque%20Nacional%20Los%20Arrayanes.jpg,Argentina,https://en.wikipedia.org/wiki/Los_Arrayanes_National_Park,-40.86139,-71.61944,"national park in Neuquén Province, Argentina"
Q829228,Lihué Calel National Park,national_parks,http://commons.wikimedia.org/wiki/Special:FilePath/LihueCalel077.JPG,Argentina,https://en.wikipedia.org/wiki/Lihu%C3%A9_Calel_National_Park,-37.95,-65.65,national park
Q829260,Calilegua National Park,national_parks,http://commons.wikimedia.org/wiki/Special:FilePath/Calilegua%20National%20Park%20-%20View%20of%20San%20Lorenzo%20Rio.JPG,Argentina,https://en.wikipedia.org/wiki/Calilegua_National_Park,-23.639,-64.838,"national park in Jujuy Province, Argentina"
Q829305,Sierra de las Quijadas National Park,national_parks,http://commons.wikimedia.org/wiki/Special:FilePath/Sierra%20de%20las%20Quijadas%2C%20San%20Luis.jpg,Argentina,https://en.wikipedia.org/wiki/Sierra_de_las_Quijadas_National_Park,-32.55083333,-67.06416667,national park
Q829474,Los Cardones National Park,national_parks,http://commons.wikimedia.org/wiki/Special:FilePath/Los%20Cardones%20National%20Park%2004.jpg,Argentina,https://en.wikipedia.org/wiki/Los_Cardones_National_Park,-25.12533333,-66.18166667,national park
Q829648,Copo National Park,national_parks,http://commons.wikimedia.org/wiki/Special:FilePath/Parque%20Nacional%20Copo.jpg,Argentina,https://en.wikipedia.org/wiki/Copo_National_Park,-25.96666667,-61.88333333,national park in Argentina
Q829745,San Guillermo National Park,national_parks,http://commons.wikimedia.org/wiki/Special:FilePath/Parque%20Nacional%20San%20Guillermo%2C%20depto.%20Iglesia%2C%20San%20Juan.jpg,Argentina,https://en.wikipedia.org/wiki/San_Guillermo_National_Park,-29.1,-69.2,Argentine National Park
Q829771,Mburucuyá National Park,national_parks,http://commons.wikimedia.org/wiki/Special:FilePath/Palmar%20de%20Yatay.jpg,Argentina,https://en.wikipedia.org/wiki/Mburucuy%C3%A1_National_Park,-27.998622081,-58.00980969,national park
Q829805,El Leoncito National Park,national_parks,http://commons.wikimedia.org/wiki/Special:FilePath/Acceso%20al%20Parque%20Nacional%20El%20Leoncito.jpg,Argentina,https://en.wikipedia.org/wiki/El_Leoncito_National_Park,-31.8,-69.36666667,paisaje
Q829872,Monte León National Park,national_parks,http://commons.wikimedia.org/wiki/Special:FilePath/Monte%20Leon2.jpg,Argentina,https://en.wikipedia.org/wiki/Monte_Le%C3%B3n_National_Park,-50.23333333,-69.0,national park
Q829966,Campos del Tuyú National Park,national_parks,http://commons.wikimedia.org/wiki/Special:FilePath/Atardecer%20en%20Campos%20del%20Tuy%C3%BA.jpg,Argentina,https://en.wikipedia.org/wiki/Campos_del_Tuy%C3%BA_National_Park,-36.35,-56.866666666,national park
Q830022,Islas de Santa Fé National Park,national_parks,http://commons.wikimedia.org/wiki/Special:FilePath/Victoria%20cruziana.jpeg,Argentina,https://en.wikipedia.org/wiki/Islas_de_Santa_Fe_National_Park,-32.433,-60.817,national park
Q830083,Bosques Petrificados de Jaramillo National Park,national_parks,http://commons.wikimedia.org/wiki/Special:FilePath/Cerros%20Madre%20e%20Hija.jpg,Argentina,https://en.wikipedia.org/wiki/Bosques_Petrificados_de_Jaramillo_National_Park,-47.6667,-68.1667,national park in Argentina
Q215992,Los Glaciares National Park,national_parks,http://commons.wikimedia.org/wiki/Special:FilePath/Perito%20moreno%20argentini%C3%AB.JPEG,Argentina,https://en.wikipedia.org/wiki/Los_Glaciares_National_Park,-50.0,-73.0,national park of Argentina
Q611989,Chaco National Park,national_parks,http://commons.wikimedia.org/wiki/Special:FilePath/Carpincho%20lake%20in%20National%20park%20Chaco.JPG,Argentina,https://en.wikipedia.org/wiki/Chaco_National_Park,-26.83333,-59.66667,"national park in Chaco, Argentina"
Q998798,Greater Buenos Aires,cities,http://commons.wikimedia.org/wiki/Special:FilePath/NASA%20ISS006-E-24987.jpg,Argentina,https://en.wikipedia.org/wiki/Greater_Buenos_Aires,-34.6083,-58.3719,urban agglomeration
Q375910,Argentine,skyscrapers,http://commons.wikimedia.org/wiki/Special:FilePath/Kavanagh%20building.jpg,Argentina,https://en.wikipedia.org/wiki/Kavanagh_Building,-34.59541667,-58.37466667,"residential skyscraper in Retiro, Buenos Aires"
Q544726,Chateau Tower of Puerto Madero,skyscrapers,http://commons.wikimedia.org/wiki/Special:FilePath/Torres%20Chateau%20y%20El%20Faro.JPG,Argentina,https://en.wikipedia.org/wiki/Torre_Chateau_de_Puerto_Madero,-34.613055555,-58.360277777,skyscraper
Q1138028,Nicolás Avellaneda Transporter Bridge,bridges,http://commons.wikimedia.org/wiki/Special:FilePath/Buenos%20Aires%20Most%20Transportowy%202.jpg,Argentina,https://en.wikipedia.org/wiki/Puente_Transbordador,-34.63847222,-58.35625,transporter bridge in Argentina
Q594681,Estadio Nueva Chicago,stadiums,http://commons.wikimedia.org/wiki/Special:FilePath/Tribuna%20que%20da%20al%20barrio%20Los%20Perales.jpg,Argentina,https://en.wikipedia.org/wiki/Estadio_Nueva_Chicago,-34.66791944,-58.4996,"football stadium in Buenos Aires, Argentina"
Q276354,Mas Monumental Stadium,stadiums,http://commons.wikimedia.org/wiki/Special:FilePath/RiverPlateStadium.jpg,Argentina,https://en.wikipedia.org/wiki/Estadio_Monumental_(Buenos_Aires),-34.545277777,-58.449722222,"football stadium in Buenos Aires, Argentina"
Q280141,Estadio Tomás Adolfo Ducó,stadiums,http://commons.wikimedia.org/wiki/Special:FilePath/Huracan%20palacio%20duco.jpg,Argentina,https://en.wikipedia.org/wiki/Estadio_Tom%C3%A1s_Adolfo_Duc%C3%B3,-34.643494,-58.396511,"football stadium in Buenos Aires, Argentina"
Q115044,Southern Fuegian Railway,museums,http://commons.wikimedia.org/wiki/Special:FilePath/Cruzada%20en%20La%20Macarena.jpg,Argentina,https://en.wikipedia.org/wiki/Southern_Fuegian_Railway,-54.833164,-68.424,heritage railway line in Argentina
Q143615,ARA Uruguay,museums,http://commons.wikimedia.org/wiki/Special:FilePath/Corbeta%20Uruguay%20%28A.R.A.%29.jpg,Argentina,https://en.wikipedia.org/wiki/ARA_Uruguay,-34.603656,-58.367063,gunboat
Q7299854,Raúl Uranga – Carlos Sylvestre Begnis Subfluvial Tunnel,space,http://commons.wikimedia.org/wiki/Special:FilePath/Paran%C3%A1%2032%20%28T%C3%BAnel%20subfluvial%20Santa%20Fe-Paran%C3%A1%29.JPG,Argentina,https://en.wikipedia.org/wiki/Ra%C3%BAl_Uranga_%E2%80%93_Carlos_Sylvestre_Begnis_Subfluvial_Tunnel,-31.70138889,-60.50361111,"road tunnel in Santa Fe and Paraná, Entre Ríos"
Q891560,Buenos Aires Stock Exchange,markets,http://commons.wikimedia.org/wiki/Special:FilePath/Buenos%20Aires%20-%20Bolsa%20de%20Comercio.jpg,Argentina,https://en.wikipedia.org/wiki/Buenos_Aires_Stock_Exchange,-34.60388889,-58.37072222,"Stock exchange located in Buenos Aires, Argentina"
Q643667,Arevik National Park,national_parks,http://commons.wikimedia.org/wiki/Special:FilePath/Arevik%20National%20Park%20and%20Meghri%20mountains%20in%20winter.jpg,Armenia,https://en.wikipedia.org/wiki/Arevik_National_Park,39.0,46.15,national park in Armenia
Q80779,Kasakhi Marzik Stadium,stadiums,http://commons.wikimedia.org/wiki/Special:FilePath/Kaskahi%20Marzik%20Stadium%2C%20Ashtarak%2C%2012.08.2013.jpg,Armenia,https://en.wikipedia.org/wiki/Kasakhi_Marzik_Stadium,40.291111,44.352222,stadium
Q280262,Baby Beach,lakes,http://commons.wikimedia.org/wiki/Special:FilePath/Baby%20Beach.jpg,Aruba,"https://en.wikipedia.org/wiki/Baby_Beach,_Aruba",12.4138,-69.8796,lagoon and beach in Aruba
Q45935,Perth Airport,airports,http://commons.wikimedia.org/wiki/Special:FilePath/Singapore%20Airlines%20Boeing%20777-200ER%20at%20Perth%20Airport%20Smith-1.jpg,Australia,https://en.wikipedia.org/wiki/Perth_Airport,-31.94,115.965,"international airport in Perth, Western Australia"
Q14302,Adelaide Airport,airports,http://commons.wikimedia.org/wiki/Special:FilePath/AdelaideAirportSkyline.jpg,Australia,https://en.wikipedia.org/wiki/Adelaide_Airport,-34.945,138.530555555,"airport in Adelaide, Australia"
Q14300,Canberra Airport,airports,http://commons.wikimedia.org/wiki/Special:FilePath/Canberra%20Airport%20overview%20Gilbert.jpg,Australia,https://en.wikipedia.org/wiki/Canberra_Airport,-35.306944444,149.195,"airport in Canberra, Australia"
Q15498,Hobart Airport,airports,http://commons.wikimedia.org/wiki/Special:FilePath/Hobart%20Airportview.jpg,Australia,https://en.wikipedia.org/wiki/Hobart_Airport,-42.836112,147.510278,"primary airport serving Hobart, Tasmania"
Q17581,Sydney Airport,airports,http://commons.wikimedia.org/wiki/Special:FilePath/Sydney%20airport%20-%20International%20terminal.jpg,Australia,https://en.wikipedia.org/wiki/Sydney_Airport,-33.948333333,151.1761111,"international airport serving Sydney, Australia"
Q17609,Darwin International Airport,airports,http://commons.wikimedia.org/wiki/Special:FilePath/Aircraft%20Waiting%20to%20Cross%20Runway%201129%20at%20Darwin%20Airport%20in%20March%202012.jpg,Australia,https://en.wikipedia.org/wiki/Darwin_International_Airport,-12.414722222,130.876666666,"international airport in Darwin, Northern Territory, Australia"
Q17896,Avalon Airport,airports,http://commons.wikimedia.org/wiki/Special:FilePath/Control%20tower%20and%20offices%20at%20avalon%20airport.jpg,Australia,https://en.wikipedia.org/wiki/Avalon_Airport,-38.039444,144.469444,"airport for Geelong and Melbourne in Victoria, Australia"
Q474632,Cairns Airport,airports,http://commons.wikimedia.org/wiki/Special:FilePath/Cairns%20Airport.JPG,Australia,https://en.wikipedia.org/wiki/Cairns_Airport,-16.885833333,145.755277777,"airport in Cairns, Queensland, Australia"
Q145165,Great Victoria Desert,deserts,http://commons.wikimedia.org/wiki/Special:FilePath/Australia.A2002231.0145.250m%20NASA%20Nullarbor.jpg,Australia,https://en.wikipedia.org/wiki/Great_Victoria_Desert,-28.5,127.75,desert in Western Australia and South Australia
Q211839,Simpson Desert,deserts,http://commons.wikimedia.org/wiki/Special:FilePath/Simpson-Desert-2007-12-16-NASA.jpg,Australia,https://en.wikipedia.org/wiki/Simpson_Desert,-24.57,137.42,desert in Central Australia
Q272577,Gibson Desert,deserts,http://commons.wikimedia.org/wiki/Special:FilePath/Gibson%20Desert%20and%20moon%20from%20Alfred%20%26%20Marie%20Range.jpg,Australia,https://en.wikipedia.org/wiki/Gibson_Desert,-23.73,127.996666666,desert in Western Australia
Q326896,Great Sandy Desert,deserts,http://commons.wikimedia.org/wiki/Special:FilePath/Landsat%20art%20-%20Great%20Sandy%20Desert%2C%20Australia.jpg,Australia,https://en.wikipedia.org/wiki/Great_Sandy_Desert,-20.916111111,124.684722222,ecoregion and desert in Northern Western Australia
Q5353147,Eromanga Sea,seas,http://commons.wikimedia.org/wiki/Special:FilePath/Kronosaurus%20hunt1DB.jpg,Australia,https://en.wikipedia.org/wiki/Eromanga_Sea,-26.0,140.0,Cretaceous sea in Australia
Q137788,Lake Tuggeranong,lakes,http://commons.wikimedia.org/wiki/Special:FilePath/Lake%20tuggeranong%20reflection.jpg,Australia,https://en.wikipedia.org/wiki/Lake_Tuggeranong,-35.408333333,149.066666666,"artificial lake located in the Tuggeranong district of Canberra, within the Australian Capital Territory"
Q360892,Lake George,lakes,http://commons.wikimedia.org/wiki/Special:FilePath/LakeGeorgeNSWAug2005.jpg,Australia,https://en.wikipedia.org/wiki/Lake_George_(New_South_Wales),-35.1667,149.417,"lake in New South Wales, Australia"
Q366813,Lake Gordon,lakes,http://commons.wikimedia.org/wiki/Special:FilePath/Gordon%20Dam.jpg,Australia,https://en.wikipedia.org/wiki/Lake_Gordon,-42.95,146.166666666,reservoir in Tasmania
Q37754,Purlingbrook Falls,waterfalls,http://commons.wikimedia.org/wiki/Special:FilePath/Purlingbrook%20Falls%20edit.jpg,Australia,https://en.wikipedia.org/wiki/Purling_Brook_Falls,-28.189822222,153.270905555,"waterfall in Queensland, Australia"
Q37784,Millstream Falls,waterfalls,http://commons.wikimedia.org/wiki/Special:FilePath/MillstreamFalls%204467.jpg,Australia,https://en.wikipedia.org/wiki/Millstream_Falls,-17.643055555,145.4575,"waterfall in Queensland, Australia"
Q37790,Tully Falls,waterfalls,http://commons.wikimedia.org/wiki/Special:FilePath/Tully%20Falls%20on%20the%20Atherton%20Tablelands.jpg,Australia,https://en.wikipedia.org/wiki/Tully_Falls,-17.783055555,145.566388888,"waterfall in Queensland, Australia"
Q37791,Stoney Creek Falls,waterfalls,http://commons.wikimedia.org/wiki/Special:FilePath/Stoney%20creek%20falls.jpg,Australia,https://en.wikipedia.org/wiki/Stoney_Creek_Falls,-16.850944444,145.647222222,waterfall
Q37788,Boundary Falls,waterfalls,http://commons.wikimedia.org/wiki/Special:FilePath/Boundary%20Falls%200187.jpg,Australia,https://en.wikipedia.org/wiki/Boundary_Falls,-29.533325,152.248825,waterfall in national park in NSW
Q37823,Tolmer Falls,waterfalls,http://commons.wikimedia.org/wiki/Special:FilePath/Tolmer%20Falls.jpg,Australia,https://en.wikipedia.org/wiki/Tolmer_Falls,-13.2057,130.7158,"waterfall in Litchfield National Park, Northern Territory, Australia"
Q37826,Twin Falls,waterfalls,http://commons.wikimedia.org/wiki/Special:FilePath/Twin%20Falls.jpg,Australia,https://en.wikipedia.org/wiki/Twin_Falls_(Northern_Territory),-13.321,132.781,"waterfall in Northern Territory, Australia"
Q37900,Silverband Falls,waterfalls,http://commons.wikimedia.org/wiki/Special:FilePath/20090614%20Silverband%20Falls%20-%20Grampians%20National%20Park%20-%20Victoria%20-%20Australia.JPG,Australia,https://en.wikipedia.org/wiki/Silverband_Falls,-37.152655555,142.527694444,"waterfall in Victoria, Australia"
Q3538030,Wentworth Falls,waterfalls,http://commons.wikimedia.org/wiki/Special:FilePath/Upper%20Wentworth%20Falls%203%2C%20NSW%2C%20Australia%20-%20Nov%202008.jpg,Australia,https://en.wikipedia.org/wiki/Wentworth_Falls_(waterfall),-33.7272,150.374,"waterfall in New South Wales, Australia"
Q3647343,Wollomombi Falls,waterfalls,http://commons.wikimedia.org/wiki/Special:FilePath/A371%2C%20Oxley%20Wild%20Rivers%20National%20Park%2C%20Australia%2C%20Wollomombi%20Falls%2C%202007.JPG,Australia,https://en.wikipedia.org/wiki/Wollomombi_Falls,-30.532121,152.039752,"waterfall on the Wollomombi River in New South Wales, Australia"
Q3652579,Queen Mary Falls,waterfalls,http://commons.wikimedia.org/wiki/Special:FilePath/Queen%20Mary%20Falls.jpg,Australia,https://en.wikipedia.org/wiki/Queen_Mary_Falls,-28.340005555,152.372602777,"waterfall in Queensland, Australia"
Q3652583,Delaneys Falls,waterfalls,http://commons.wikimedia.org/wiki/Special:FilePath/Delaneys%20Falls.jpg,Australia,https://en.wikipedia.org/wiki/Delaneys_Falls,-41.279997222,146.059997222,"waterfall in Tasmania, Australia"
Q3652598,Blencoe Falls,waterfalls,http://commons.wikimedia.org/wiki/Special:FilePath/Blencoe%20falls.jpg,Australia,https://en.wikipedia.org/wiki/Blencoe_Falls,-18.223830555,145.539711111,"waterfall in Queensland, Australia"
Q3652628,Millaa Millaa Falls,waterfalls,http://commons.wikimedia.org/wiki/Special:FilePath/MillaaMillaaFallsOct272024%2001.jpg,Australia,https://en.wikipedia.org/wiki/Millaa_Millaa_Falls,-17.495555555,145.61,"historic site in Queensland, Australia"
Q3652636,Ellenborough Falls,waterfalls,http://commons.wikimedia.org/wiki/Special:FilePath/Ellenborough.JPG,Australia,https://en.wikipedia.org/wiki/Ellenborough_Falls,-31.616666666,152.283333333,"falls on Ellenborough River, New South Wales, Australia"
Q504763,Melville Island,islands,http://commons.wikimedia.org/wiki/Special:FilePath/Folklore%20and%20Science%20Meet%20at%20Tiwi.jpeg,Australia,https://en.wikipedia.org/wiki/Melville_Island_(Northern_Territory),-11.5,130.933333333,"one of the Tiwi Islands, off the northern Australian coast"
Q371666,Moa Island,islands,http://commons.wikimedia.org/wiki/Special:FilePath/Moa%20Island%20%28Landsat%29.png,Australia,https://en.wikipedia.org/wiki/Moa_Island_(Queensland),-10.166666666,142.266666666,"island in the Torres Strait in Queensland, Australia"
Q799012,Badgingarra National Park,national_parks,http://commons.wikimedia.org/wiki/Special:FilePath/Badgingarra%20National%20Park%20view%20over%20Badgingarra.JPG,Australia,https://en.wikipedia.org/wiki/Badgingarra_National_Park,-30.4686,115.44,national park in Western Australia
Q799956,Bago Bluff National Park,national_parks,http://commons.wikimedia.org/wiki/Special:FilePath/Bago%20Bluff.jpg,Australia,https://en.wikipedia.org/wiki/Bago_Bluff_National_Park,-31.5322,152.629,"National Park in New South Wales, Australia"
Q804731,Bald Rock National Park,national_parks,http://commons.wikimedia.org/wiki/Special:FilePath/Bald%20Rock%20NP%20NSW%201.jpg,Australia,https://en.wikipedia.org/wiki/Bald_Rock_National_Park,-28.848333333,152.0511111,"National Park in New South Wales, Australia"
Q808934,Barrington Tops National Park,national_parks,http://commons.wikimedia.org/wiki/Special:FilePath/Barrington%20river.jpg,Australia,https://en.wikipedia.org/wiki/Barrington_Tops_National_Park,-32.048333333,151.5011111,"National Park in New South Wales, Australia"
