wikidata_id,name,category,coordinates,image_url,country,wikipedia_url,sitelinks
Q1266055,Blue Nile Falls,waterfalls,Point(37.5878 11.4905),http://commons.wikimedia.org/wiki/Special:FilePath/ET%20Bahir%20Dar%20asv2018-02%20img17%20Tis%20Issat.jpg,Ethiopia,https://en.wikipedia.org/wiki/Blue_Nile_Falls,31
Q38580,Cascata delle Marmore,waterfalls,Point(12.715247611 42.551162),http://commons.wikimedia.org/wiki/Special:FilePath/George%20Augustus%20Wallis%20%281761-1847%29%20-%20The%20Marble%20Falls%2C%20Terni%20-%20PD.29-1997%20-%20Fitzwilliam%20Museum.jpg,Italy,https://en.wikipedia.org/wiki/Cascata_delle_Marmore,31
Q38852,Keila Waterfall,waterfalls,Point(24.294725 59.396002777),http://commons.wikimedia.org/wiki/Special:FilePath/Keila%20juga%20%28suvi%202011%29.jpg,Estonia,https://en.wikipedia.org/wiki/Keila_Falls,31
Q940892,Guaíra Falls,waterfalls,Point(-54.284 -24.073),http://commons.wikimedia.org/wiki/Special:FilePath/Salto%20das%20Sete%20Quedas.jpg,Paraguay,https://en.wikipedia.org/wiki/Gua%C3%ADra_Falls,30
Q2326924,Pitsusköngäs,waterfalls,Point(21.27833 69.20045),http://commons.wikimedia.org/wiki/Special:FilePath/Pihtsusk%C3%B6ng%C3%A4s.JPG,Finland,https://en.wikipedia.org/wiki/Pitsusk%C3%B6ng%C3%A4s,30
Q38339,Seven Sisters waterfall,waterfalls,Point(7.094222222 62.107027777),http://commons.wikimedia.org/wiki/Special:FilePath/Geirangerfjord%20Wasserfaelle%20I.jpg,Norway,https://en.wikipedia.org/wiki/Seven_Sisters_Waterfall,30
Q39544,Augrabies Falls,waterfalls,Point(20.340833333 -28.591388888),http://commons.wikimedia.org/wiki/Special:FilePath/Augrabies%20Falls%2C%20March%202008.jpg,South Africa,https://en.wikipedia.org/wiki/Augrabies_Falls,30
Q187918,Epupa Falls,waterfalls,Point(13.25 -17.0),http://commons.wikimedia.org/wiki/Special:FilePath/Epupa%20Falls%20%28detail%29.jpg,Namibia,https://en.wikipedia.org/wiki/Epupa_Falls,28
Q512389,Gocta Cataracts,waterfalls,Point(-77.887222222 -6.023055555),http://commons.wikimedia.org/wiki/Special:FilePath/Catarata%20de%20Gocta%2C%202023%20%2806%29.jpg,Peru,https://en.wikipedia.org/wiki/Gocta_Cataracts,28
Q983252,Ban Gioc–Detian Falls,waterfalls,Point(106.721944444 22.856388888),http://commons.wikimedia.org/wiki/Special:FilePath/Ban%20Gioc%20-%20Detian%20Falls2.jpg,Vietnam,https://en.wikipedia.org/wiki/Ban_Gioc%E2%80%93Detian_Falls,28
Q940305,Kalandula Falls,waterfalls,Point(16.003333333 -9.075833333),http://commons.wikimedia.org/wiki/Special:FilePath/Kalandula%20Falls%20C.jpg,Angola,https://en.wikipedia.org/wiki/Kalandula_Falls,27
Q798283,Kalambo Falls,waterfalls,Point(31.23955 -8.59642),http://commons.wikimedia.org/wiki/Special:FilePath/Kalambo%20Falls.jpg,Zambia,https://en.wikipedia.org/wiki/Kalambo_Falls,26
Q3361971,Vinnufossen,waterfalls,Point(8.66994 62.66345),http://commons.wikimedia.org/wiki/Special:FilePath/Vinnufossen%2C%20Sunndal%2C%20Norway%20%28front%29.jpg,Norway,https://en.wikipedia.org/wiki/Vinnufossen,26
Q37545,Dudhsagar Falls,waterfalls,Point(74.314161111 15.312769444),http://commons.wikimedia.org/wiki/Special:FilePath/Doodhsagar%20Fall.jpg,India,https://en.wikipedia.org/wiki/Dudhsagar_Falls,26
Q37472,Kravica,waterfalls,Point(17.60833 43.15583),http://commons.wikimedia.org/wiki/Special:FilePath/Waterfalls%20Kravica%205%2C%20Bosnia%20and%20Herzegovina.jpg,Bosnia and Herzegovina,https://en.wikipedia.org/wiki/Kravica_(waterfall),26
Q1101379,Ruacana Falls,waterfalls,Point(14.216944444 -17.393611111),http://commons.wikimedia.org/wiki/Special:FilePath/Ruacana%20Falls%20at%20High%20Water%20from%20close%20distance%20in%2003-2011.%20Author%20Tom%20Jakobi.JPG,Namibia,https://en.wikipedia.org/wiki/Ruacana_Falls,25
Q2584261,Kuang Si Falls,waterfalls,Point(101.991666666 19.749166666),http://commons.wikimedia.org/wiki/Special:FilePath/Kuang%20Si%20Falls%20and%20a%20turquoise%20water%20pool%20in%20Luang%20Prabang%20province%20Laos.jpg,Laos,https://en.wikipedia.org/wiki/Kuang_Si_Falls,25
Q686835,Staubbach Falls,waterfalls,Point(7.905505555 46.58965),http://commons.wikimedia.org/wiki/Special:FilePath/Lauterbrunnen%20Staubbach.jpg,Switzerland,https://en.wikipedia.org/wiki/Staubbach_Falls,25
Q291233,Churchill River,waterfalls,Point(-60.170833333 53.360277777),http://commons.wikimedia.org/wiki/Special:FilePath/Churchill%20river%20newfoundland%20and%20churchill%20falls.PNG,Canada,https://en.wikipedia.org/wiki/Churchill_River_(Atlantic),25
Q37683,Maletsunyane Falls,waterfalls,Point(28.051666666 -29.868611111),http://commons.wikimedia.org/wiki/Special:FilePath/Maletsunyanefalls.JPG,Lesotho,https://en.wikipedia.org/wiki/Maletsunyane_Falls,25
Q38397,Shivanasamudra Falls,waterfalls,Point(77.283333333 12.3),http://commons.wikimedia.org/wiki/Special:FilePath/Shivanasamudra%20Falls%20%28August%202018%29%202.jpg,India,https://en.wikipedia.org/wiki/Shivanasamudra_Falls,25
Q38588,Vøringfossen,waterfalls,Point(7.251138888 60.426888888),http://commons.wikimedia.org/wiki/Special:FilePath/00%20N216%20V%C3%B8ringsfossen%20-%20Norwegen.jpg,Norway,https://en.wikipedia.org/wiki/V%C3%B8ringsfossen,25
Q37426,Valaste Waterfall,waterfalls,Point(27.335277777 59.443888888),http://commons.wikimedia.org/wiki/Special:FilePath/Valaste%20waterfall%2C%20June%202010%2C%202.jpg,Estonia,https://en.wikipedia.org/wiki/Valaste_Falls,25
Q1939427,Venta Rapid,waterfalls,Point(21.978888888 56.968055555),http://commons.wikimedia.org/wiki/Special:FilePath/Ventas%20rapid%20kuldiga%20latvia.jpg,Latvia,https://en.wikipedia.org/wiki/Venta_Rapid,24
Q1365882,Nachi Falls,waterfalls,Point(135.891 33.672),http://commons.wikimedia.org/wiki/Special:FilePath/Kumano%20Kodo%20World%20heritage%20Nachi-no-taki%20%E7%86%8A%E9%87%8E%E5%8F%A4%E9%81%93%20%E9%82%A3%E6%99%BA%E5%A4%A7%E6%BB%9D10.JPG,Japan,https://en.wikipedia.org/wiki/Nachi_Falls,24
Q37319,Multnomah Falls,waterfalls,Point(-122.115361111 45.57595),http://commons.wikimedia.org/wiki/Special:FilePath/Multnomah%20Falls%20on%202%20August%202012.jpg,United States,https://en.wikipedia.org/wiki/Multnomah_Falls,24
Q37403,Njupeskär,waterfalls,Point(12.688333333 61.636111111),http://commons.wikimedia.org/wiki/Special:FilePath/Fulufj%C3%A4llet%2010.JPG,Sweden,https://en.wikipedia.org/wiki/Njupesk%C3%A4r,24
Q38408,Sutherland Falls,waterfalls,Point(167.730277777 -44.800277777),http://commons.wikimedia.org/wiki/Special:FilePath/Sutherland%20Falls.jpg,New Zealand,https://en.wikipedia.org/wiki/Sutherland_Falls,23
Q38323,Yumbilla Falls,waterfalls,Point(-77.9012 -5.9199),http://commons.wikimedia.org/wiki/Special:FilePath/Catarata%20Yumbilla.jpg,Peru,https://en.wikipedia.org/wiki/Yumbilla_Falls,22
Q2666468,Düden Waterfalls,waterfalls,Point(30.7269 36.9638),http://commons.wikimedia.org/wiki/Special:FilePath/Upper%20Duden%20Falls.jpg,Turkey,https://en.wikipedia.org/wiki/D%C3%BCden_Waterfalls,21
Q38445,Smolare Falls,waterfalls,Point(22.899166666 41.365277777),http://commons.wikimedia.org/wiki/Special:FilePath/Smolarski%20vodopad%2018.JPG,North Macedonia,https://en.wikipedia.org/wiki/Smolare_Falls,21
Q3123675,Mutarazi Falls,waterfalls,Point(32.7925 -18.4842),http://commons.wikimedia.org/wiki/Special:FilePath/Mutarazi%20Falls00.jpg,Zimbabwe,https://en.wikipedia.org/wiki/Mutarazi_Falls,20
Q490295,Tequendama Falls,waterfalls,Point(-74.293388888 4.574861111),http://commons.wikimedia.org/wiki/Special:FilePath/Tequendamasaltobta.jpg,Colombia,https://en.wikipedia.org/wiki/Tequendama_Falls,19
Q2990535,Uchan-su,waterfalls,Point(34.092222222 44.4925),http://commons.wikimedia.org/wiki/Special:FilePath/%D0%A3%D1%87%D0%B0%D0%BD-%D0%A1%D1%83.jpg,Ukraine,https://en.wikipedia.org/wiki/Uchan-su_(waterfall),19
Q577886,Agua Azul,waterfalls,Point(-92.11595 17.255702777),http://commons.wikimedia.org/wiki/Special:FilePath/Cascadas%20de%20Agua%20Azul%204.jpg,Mexico,https://en.wikipedia.org/wiki/Agua_Azul,19
Q602973,Hukou Waterfalls,waterfalls,Point(110.443888888 36.147222222),http://commons.wikimedia.org/wiki/Special:FilePath/Hukou%20Waterfall.jpg,People's Republic of China,https://en.wikipedia.org/wiki/Hukou_Waterfalls,19
Q1496402,Gavarnie Falls,waterfalls,Point(-0.004438888 42.693330555),http://commons.wikimedia.org/wiki/Special:FilePath/Gavarnie-Cirque.JPG,France,https://en.wikipedia.org/wiki/Gavarnie_Falls,19
Q38144,Trollhättan Falls,waterfalls,Point(12.278333333 58.281666666),http://commons.wikimedia.org/wiki/Special:FilePath/Trollhattefallen.jpg,Sweden,https://en.wikipedia.org/wiki/Trollh%C3%A4ttan_Falls,19
Q38411,Shiraito Falls,waterfalls,Point(138.588888888 35.3125),http://commons.wikimedia.org/wiki/Special:FilePath/N2%20Shiraito%20Falls%202.jpg,Japan,https://en.wikipedia.org/wiki/Shiraito_Falls,19
Q37389,High Force,waterfalls,Point(-2.1875 54.650277777),http://commons.wikimedia.org/wiki/Special:FilePath/High%20force.jpg,United Kingdom,https://en.wikipedia.org/wiki/High_Force,19
Q2608119,Caracol Falls,waterfalls,Point(-50.854444444 -29.311186111),http://commons.wikimedia.org/wiki/Special:FilePath/Caracol%20falls%20%282%20April%202008%29.jpg,Brazil,https://en.wikipedia.org/wiki/Caracol_Falls,18
Q739181,Athabasca Falls,waterfalls,Point(-117.883611111 52.664166666),http://commons.wikimedia.org/wiki/Special:FilePath/Athabasca%20Falls%20-%20Jasper.jpg,Canada,https://en.wikipedia.org/wiki/Athabasca_Falls,18
Q391146,Laja Falls,waterfalls,Point(-72.383333333 -37.215555555),http://commons.wikimedia.org/wiki/Special:FilePath/Salto%20del%20Laja%202019%20%282%29.jpg,Chile,https://en.wikipedia.org/wiki/Laja_Falls,18
Q1373778,Horseshoe Falls,waterfalls,Point(-79.07562 43.077305),http://commons.wikimedia.org/wiki/Special:FilePath/Niagara%20Falls%206%20db.jpg,Canada,https://en.wikipedia.org/wiki/Horseshoe_Falls,18
Q2994984,Kivach waterfall,waterfalls,Point(33.979722222 62.275277777),http://commons.wikimedia.org/wiki/Special:FilePath/Kivach.jpg,Russia,https://en.wikipedia.org/wiki/Kivach_Falls,18
Q37598,Korab Falls,waterfalls,Point(20.537566666 41.763116666),http://commons.wikimedia.org/wiki/Special:FilePath/Korab%20waterfall1.jpg,North Macedonia,https://en.wikipedia.org/wiki/Korab_Falls,18
Q38369,Shifen waterfall,waterfalls,Point(121.78773889 25.04938889),http://commons.wikimedia.org/wiki/Special:FilePath/ShiFengWaterFall%20002.jpg,Taiwan,https://en.wikipedia.org/wiki/Shifen_Waterfall,18
Q19558,Inga Falls,waterfalls,Point(13.625 -5.5),http://commons.wikimedia.org/wiki/Special:FilePath/Inga03.jpg,Democratic Republic of the Congo,https://en.wikipedia.org/wiki/Inga_Falls,18
Q38593,Baatara gorge waterfall,waterfalls,Point(35.870366666 34.173433333),http://commons.wikimedia.org/wiki/Special:FilePath/Baatara%20gorge.JPG,Lebanon,https://en.wikipedia.org/wiki/Baatara_gorge_waterfall,18
Q552906,Powerscourt Waterfall,waterfalls,Point(-6.211 53.146),http://commons.wikimedia.org/wiki/Special:FilePath/Powerscourt%20Waterfall%2C%202011.jpg,Ireland,https://en.wikipedia.org/wiki/Powerscourt_Waterfall,17
Q1650303,Ngonye Falls,waterfalls,Point(23.57583 -16.65327),http://commons.wikimedia.org/wiki/Special:FilePath/Ngonye%20Falls.jpg,Zambia,https://en.wikipedia.org/wiki/Ngonye_Falls,17
Q959903,Rusumo Falls,waterfalls,Point(30.7925 -2.375277777),http://commons.wikimedia.org/wiki/Special:FilePath/RusumoFalls1.jpg,Rwanda,https://en.wikipedia.org/wiki/Rusumo_Falls,17
Q38413,Shaki Waterfall,waterfalls,Point(45.993888888 39.552222222),http://commons.wikimedia.org/wiki/Special:FilePath/Shaki%20Waterfall%2C%20Armenia%20-%20%D5%87%D5%A1%D6%84%D5%AB%D5%AB%20%D5%BB%D6%80%D5%BE%D5%A5%D5%AA%2C%20%D5%80%D5%A1%D5%B5%D5%A1%D5%BD%D5%BF%D5%A1%D5%B6.jpg,Armenia,https://en.wikipedia.org/wiki/Shaki_Waterfall,17
Q38477,Huka Falls,waterfalls,Point(176.089972 -38.650917),http://commons.wikimedia.org/wiki/Special:FilePath/Huka%20Falls.jpg,New Zealand,https://en.wikipedia.org/wiki/Huka_Falls,17
Q38221,Maria Cristina Falls,waterfalls,Point(124.194444444 8.183333333),http://commons.wikimedia.org/wiki/Special:FilePath/Maria%20Cristina%20Falls%202.jpg,Philippines,https://en.wikipedia.org/wiki/Maria_Cristina_Falls,17
Q1266226,Dunn's River Falls,waterfalls,Point(-77.138055555 18.415833333),http://commons.wikimedia.org/wiki/Special:FilePath/Dunns%20River%20Falls%20climb.JPG,Jamaica,https://en.wikipedia.org/wiki/Dunn%27s_River_Falls,16
Q954384,Karfiguéla waterfalls,waterfalls,Point(-4.821 10.72227778),http://commons.wikimedia.org/wiki/Special:FilePath/Cascades%20de%20karfiguela%20%C3%A0%20Banfora.jpg,Burkina Faso,https://en.wikipedia.org/wiki/Cascades_de_Karfigu%C3%A9la,16
Q37879,Paulo Afonso Falls,waterfalls,Point(-38.195769444 -9.389088888),http://commons.wikimedia.org/wiki/Special:FilePath/Cachoeira%20de%20Paulo%20Afonso%20BA.jpg,Brazil,https://en.wikipedia.org/wiki/Paulo_Afonso_Falls,16
Q38832,Pagsanjan Falls,waterfalls,Point(121.499961111 14.262588888),http://commons.wikimedia.org/wiki/Special:FilePath/Pagsanjan%20Falls.jpg,Philippines,https://en.wikipedia.org/wiki/Pagsanjan_Falls,16
Q37305,Browne Falls,waterfalls,Point(167.0857983 -45.3993512),http://commons.wikimedia.org/wiki/Special:FilePath/Browne%20Falls%20%28Doubtful%20Sound%29.jpg,New Zealand,https://en.wikipedia.org/wiki/Browne_Falls,16
Q650634,Triberg Waterfalls,waterfalls,Point(8.2275 48.126111111),http://commons.wikimedia.org/wiki/Special:FilePath/Triberg3.jpg,Germany,https://en.wikipedia.org/wiki/Triberg_Waterfalls,15
Q3435229,Skakavac Waterfall,waterfalls,Point(18.448841666 43.948622222),http://commons.wikimedia.org/wiki/Special:FilePath/Vodopad%20Skakavac.jpg,Bosnia and Herzegovina,https://en.wikipedia.org/wiki/Skakavac_(Sarajevo),15
Q477594,Lofoi Falls,waterfalls,Point(27.606388888 -10.260277777),http://commons.wikimedia.org/wiki/Special:FilePath/Chutes%20de%20la%20Lofo%C3%AF.jpg,Democratic Republic of the Congo,https://en.wikipedia.org/wiki/Lofoi_Falls,15
Q2097111,Cuquenan Falls,waterfalls,Point(-60.81453 5.19671),http://commons.wikimedia.org/wiki/Special:FilePath/SaltoKukenan.jpg,Venezuela,https://en.wikipedia.org/wiki/Cuquenan_Falls,15
Q980134,Tagbo Falls,waterfalls,Point(0.33311 7.14109),http://commons.wikimedia.org/wiki/Special:FilePath/Tagbo%20Falls%20Ghana.jpg,Ghana,https://en.wikipedia.org/wiki/Tagbo_Falls,15
Q37820,Eas a' Chùal Aluinn,waterfalls,Point(-4.9285 58.204548),http://commons.wikimedia.org/wiki/Special:FilePath/Eas%20a%20Chual%20Aluinn%20from%20Loch%20Beag%20-%20geograph.org.uk%20-%2029980.jpg,United Kingdom,https://en.wikipedia.org/wiki/Eas_a%27_Chual_Aluinn,15
Q40417,Wallaman Falls,waterfalls,Point(145.8017 -18.5922),http://commons.wikimedia.org/wiki/Special:FilePath/Wallaman%20Falls.jpg,Australia,https://en.wikipedia.org/wiki/Wallaman_Falls,15
Q37314,Apsley Falls,waterfalls,Point(151.769558333 -31.050213888),http://commons.wikimedia.org/wiki/Special:FilePath/Apsley%20Falls%202.jpg,Australia,https://en.wikipedia.org/wiki/Apsley_Falls,15
Q155246,Hierve el Agua,waterfalls,Point(-96.276004 16.865519),http://commons.wikimedia.org/wiki/Special:FilePath/Hierve%20el%20agua.JPG,Mexico,https://en.wikipedia.org/wiki/Hierve_el_Agua,14
Q845082,Bøsdalafossur,waterfalls,Point(-7.2396 62.0237),http://commons.wikimedia.org/wiki/Special:FilePath/B%C3%B8sdalafossur%20Wasserfall%20auf%20V%C3%A1gar.jpg,Faroe Islands,https://en.wikipedia.org/wiki/B%C3%B8sdalafossur,14
Q319104,Röthbach Waterfall,waterfalls,Point(13.012 47.503),http://commons.wikimedia.org/wiki/Special:FilePath/R%C3%B6thbachwasserfall%203%20Fassung%202.jpg,Germany,https://en.wikipedia.org/wiki/R%C3%B6thbachfall,14
Q2940841,Glandieu Fall,waterfalls,Point(5.612705 45.666051),http://commons.wikimedia.org/wiki/Special:FilePath/Cascade%20Glandieu.JPG,France,https://en.wikipedia.org/wiki/Glandieu_Fall,14
Q3089832,Hopetoun Falls,waterfalls,Point(143.579722222 -38.657222222),http://commons.wikimedia.org/wiki/Special:FilePath/Hopetoun%20falls.jpg,Australia,https://en.wikipedia.org/wiki/Hopetoun_Falls,14
Q4195389,Gadelsha Falls,waterfalls,Point(58.3722 52.757544444),http://commons.wikimedia.org/wiki/Special:FilePath/Hadelsha%20autumn%20lo.jpg,Russia,https://en.wikipedia.org/wiki/Gadelsha_Falls,14
Q38525,Howick Falls,waterfalls,Point(30.289722222 -29.486666666),http://commons.wikimedia.org/wiki/Special:FilePath/Howick-Falls-November-2009.jpg,South Africa,https://en.wikipedia.org/wiki/Howick_Falls,14
Q606130,Gouina Falls,waterfalls,Point(-11.1025 14.015),http://commons.wikimedia.org/wiki/Special:FilePath/Chutes%20Gouina3.jpg,Mali,https://en.wikipedia.org/wiki/Gouina_Falls,13
Q487912,Ripon Falls,waterfalls,Point(33.193522222 0.433913888),http://commons.wikimedia.org/wiki/Special:FilePath/Ripon%20Falls01.jpg,Uganda,https://en.wikipedia.org/wiki/Ripon_Falls,13
Q2941680,Tres Hermanas Falls,waterfalls,Point(-73.648055555 -11.978055555),http://commons.wikimedia.org/wiki/Special:FilePath/Tres%20Hermanas%20Waterfall.jpg,Peru,https://en.wikipedia.org/wiki/Tres_Hermanas_Falls,13
Q42000,Tahiti,islands,Point(-149.466666666 -17.666666666),http://commons.wikimedia.org/wiki/Special:FilePath/Tahiti%20ISS007%2014626.jpg,France,https://en.wikipedia.org/wiki/Tahiti,246
Q34126,Funafuti,islands,Point(179.117361111 -8.504777777),http://commons.wikimedia.org/wiki/Special:FilePath/Funafuti%20township.jpg,Tuvalu,https://en.wikipedia.org/wiki/Funafuti,244
Q43296,Wake Island,islands,Point(166.633333333 19.3),http://commons.wikimedia.org/wiki/Special:FilePath/Aerial%20view%20of%20Wake%20Island%20in%20July%202014.JPG,United States,https://en.wikipedia.org/wiki/Wake_Island,212
Q193331,Kiritimati,islands,Point(-157.4 1.85),http://commons.wikimedia.org/wiki/Special:FilePath/Kiritimati-EO.jpg,Kiribati,https://en.wikipedia.org/wiki/Kiritimati,204
Q16635,Guam,islands,Point(144.8 13.5),http://commons.wikimedia.org/wiki/Special:FilePath/Guam%20satellite%20photo%20map.jpg,United States,https://en.wikipedia.org/wiki/Guam,193
Q46879,Baker Island,islands,Point(-176.479444 0.194722),http://commons.wikimedia.org/wiki/Special:FilePath/Baker%20Island%20Coastline.jpg,United States,https://en.wikipedia.org/wiki/Baker_Island,180
Q161258,Clipperton Island,islands,Point(-109.217222222 10.293888888),http://commons.wikimedia.org/wiki/Special:FilePath/2022-04-20-00%2000%202022-04-20-23%2059%20Sentinel-2%20L2A%20True%20color.jpg,France,https://en.wikipedia.org/wiki/Clipperton_Island,176
Q23666,Great Britain,islands,Point(-2.416666666 53.833333333),http://commons.wikimedia.org/wiki/Special:FilePath/Satellite%20image%20of%20Great%20Britain%20and%20Northern%20Ireland%20in%20April%202002.jpg,United Kingdom,https://en.wikipedia.org/wiki/Great_Britain,171
Q3757,Java,islands,Point(109.418330555 -7.311666666),http://commons.wikimedia.org/wiki/Special:FilePath/Gunung%20Merapi%202006-05-14%2C%20MODIS.jpg,Indonesia,https://en.wikipedia.org/wiki/Java,169
Q22890,Ireland,islands,Point(-7.921 53.351),http://commons.wikimedia.org/wiki/Special:FilePath/Ireland%20%28MODIS%29.jpg,United Kingdom,https://en.wikipedia.org/wiki/Ireland,169
Q62218,Jarvis Island,islands,Point(-159.99699 -0.37207),http://commons.wikimedia.org/wiki/Special:FilePath/Jarvis%20Island%20Guano%20Tramway.jpg,United States,https://en.wikipedia.org/wiki/Jarvis_Island,166
Q131305,Howland Island,islands,Point(-176.616388888 0.806666666),http://commons.wikimedia.org/wiki/Special:FilePath/Howland%20island%20nasa.jpg,United States,https://en.wikipedia.org/wiki/Howland_Island,164
Q14452,Easter Island,islands,Point(-109.35 -27.12),http://commons.wikimedia.org/wiki/Special:FilePath/Easter%20Island%205.jpg,Chile,https://en.wikipedia.org/wiki/Easter_Island,164
Q35581,Hokkaido,islands,Point(142.792222222 43.460555555),http://commons.wikimedia.org/wiki/Special:FilePath/140829%20Ichiko%20of%20Shiretoko%20Goko%20Lakes%20Hokkaido%20Japan04s3.jpg,Japan,https://en.wikipedia.org/wiki/Hokkaido,164
Q34374,Crete,islands,Point(24.893333333 35.309722222),http://commons.wikimedia.org/wiki/Special:FilePath/Crete%20Nasa.jpg,Greece,https://en.wikipedia.org/wiki/Crete,158
Q3492,Sumatra,islands,Point(101.270830555 -0.298888888),http://commons.wikimedia.org/wiki/Special:FilePath/Map%20of%20Sumatra%20in%20Atlas%20sekolah%20Hindia%20Nederland.jpg,Indonesia,https://en.wikipedia.org/wiki/Sumatra,157
Q13353,Montserrat,islands,Point(-62.2 16.75),http://commons.wikimedia.org/wiki/Special:FilePath/Plymouth%20City%20%26%20Volcano.jpg,United Kingdom,https://en.wikipedia.org/wiki/Montserrat,157
Q7343,Great Barrier Reef,islands,Point(145.8 -16.4),http://commons.wikimedia.org/wiki/Special:FilePath/GreatBarrierReef-EO.JPG,Australia,https://en.wikipedia.org/wiki/Great_Barrier_Reef,154
Q31063,Christmas Island,islands,Point(105.6275 -10.49),http://commons.wikimedia.org/wiki/Special:FilePath/Crab%20migration%20extra%20-%20chris%20bray-1.jpg,Australia,https://en.wikipedia.org/wiki/Christmas_Island,153
Q13989,Honshu,islands,Point(138.0 36.0),http://commons.wikimedia.org/wiki/Special:FilePath/Satellite%20image%20of%20Honshu%20in%20May%202003.png,Japan,https://en.wikipedia.org/wiki/Honshu,146
Q34497,Saint Helena,islands,Point(-5.716666666 -15.95),http://commons.wikimedia.org/wiki/Special:FilePath/Saint%20Helena%20Island.jpg,realm of the United Kingdom,https://en.wikipedia.org/wiki/Saint_Helena,146
Q36117,Borneo,islands,Point(114.0 -1.0),http://commons.wikimedia.org/wiki/Special:FilePath/Gunung%20Kongkemul%20Borneo.png,Brunei,https://en.wikipedia.org/wiki/Borneo,146
Q40285,New Guinea,islands,Point(138.559125 -4.1309),http://commons.wikimedia.org/wiki/Special:FilePath/PapuaNG.png,Papua New Guinea,https://en.wikipedia.org/wiki/New_Guinea,146
Q192493,Robben Island,islands,Point(18.37 -33.805),http://commons.wikimedia.org/wiki/Special:FilePath/Robben%20Island%20-%20Cape%20Town%2C%20South%20Africa%20%283883849594%29.jpg,South Africa,https://en.wikipedia.org/wiki/Robben_Island,142
Q2486,Tarawa,islands,Point(173.0 1.433333333),http://commons.wikimedia.org/wiki/Special:FilePath/Tarawa%2C%20Kiribati%20ESA22224800.jpeg,Kiribati,https://en.wikipedia.org/wiki/Tarawa,138
Q13987,Kyushu,islands,Point(131.0 33.0),http://commons.wikimedia.org/wiki/Special:FilePath/Terra%20Kyushu%2020091028.jpg,Japan,https://en.wikipedia.org/wiki/Kyushu,135
Q186841,Devon Island,islands,Point(-88.0 75.25),http://commons.wikimedia.org/wiki/Special:FilePath/Truelove%20Lowlands%20Devon%20Island.jpg,Canada,https://en.wikipedia.org/wiki/Devon_Island,132
Q40846,Tenerife,islands,Point(-16.605555555 28.268611111),http://commons.wikimedia.org/wiki/Special:FilePath/Tenerife%2C%20Canary%20Islands%20ESA23970088.jpeg,Spain,https://en.wikipedia.org/wiki/Tenerife,131
Q201398,Halmahera Island,islands,Point(127.841111111 0.698055555),http://commons.wikimedia.org/wiki/Special:FilePath/Halmahera%20Island%2C%20North%20Maluku%2C%20Indonesia%204.jpg,Indonesia,https://en.wikipedia.org/wiki/Halmahera,130
Q13991,Shikoku,islands,Point(133.5 33.75),http://commons.wikimedia.org/wiki/Special:FilePath/Satellite%20image%20of%20Shikoku%20in%20April%202018.png,Japan,https://en.wikipedia.org/wiki/Shikoku,129
Q152225,Bikini Atoll,islands,Point(165.4 11.6),http://commons.wikimedia.org/wiki/Special:FilePath/Bikini%20Atoll%202001-01-14%2C%20Landsat%207%20ETM%2B%2C%20bands%203-2-1-8.png,Marshall Islands,https://en.wikipedia.org/wiki/Bikini_Atoll,126
Q3812,Sulawesi,islands,Point(121.0 -2.0),http://commons.wikimedia.org/wiki/Special:FilePath/Sulawesi%20topography%20plain.png,Indonesia,https://en.wikipedia.org/wiki/Sulawesi,126
Q8828,Mallorca,islands,Point(2.983333333 39.616666666),http://commons.wikimedia.org/wiki/Special:FilePath/Imagen%20satelital%20de%20Mallorca%20%28Islas%20Baleares%2C%20Espa%C3%B1a%29.jpg,Spain,https://en.wikipedia.org/wiki/Mallorca,122
Q25277,Hispaniola,islands,Point(-71.0 19.0),http://commons.wikimedia.org/wiki/Special:FilePath/ISS-20%20Caribbean%20island%20of%20Hispaniola%20from%20the%20ISS.jpg,Haiti,https://en.wikipedia.org/wiki/Hispaniola,122
Q274569,Upolu,islands,Point(-171.75 -13.916666666),http://commons.wikimedia.org/wiki/Special:FilePath/Samoa%20upolu.jpg,Samoa,https://en.wikipedia.org/wiki/Upolu,120
Q125384,Luzon,islands,Point(121.0 16.0),http://commons.wikimedia.org/wiki/Special:FilePath/Northern%20Philippines%20%28Luzon%29.jpg,Philippines,https://en.wikipedia.org/wiki/Luzon,119
Q25396,Bonaire,islands,Point(-68.2581 12.1796),http://commons.wikimedia.org/wiki/Special:FilePath/Crystal%20Clear%20waters%20of%20Bonaire%20%2813256547653%29.jpg,Netherlands,https://en.wikipedia.org/wiki/Bonaire,119
Q7792,Sakhalin,islands,Point(143.0 50.5),http://commons.wikimedia.org/wiki/Special:FilePath/Sea%20of%20Okhotsk%20map%20ZI-2b.PNG,Russia,https://en.wikipedia.org/wiki/Sakhalin,116
Q43048,Rhodes,islands,Point(27.92 36.17),http://commons.wikimedia.org/wiki/Special:FilePath/RhodosStadtzentrum5.JPG,Greece,https://en.wikipedia.org/wiki/Rhodes,116
Q193089,Europa Island,islands,Point(40.363333333 -22.368333333),http://commons.wikimedia.org/wiki/Special:FilePath/Vue%20aerienne%20europa.jpg,Madagascar,https://en.wikipedia.org/wiki/Europa_Island,114
